"u_id","total_trips","avg_stay_length","avg_checked_bags","cancellation_rate","total_spend","avg_flight_discount_used","avg_hotel_discount_used","booking_rate","child_flag"
"532119","6","2.88","0.13","0.00","6814.58","0.00","0.00","0.75","0"
"532159","2","0.88","0.00","0.00","2063.22","0.01","0.03","0.25","0"
"532215","6","3.11","0.33","0.00","5821.91","0.02","0.02","0.67","0"
"532225","3","0.50","0.38","0.00","1803.96","0.00","0.02","0.38","0"
"532233","4","0.78","0.22","0.00","5574.57","0.00","0.02","0.44","0"
"532258","2","0.75","0.13","0.00","6000.21","0.00","0.03","0.25","1"
"532259","6","3.00","0.38","0.00","6162.68","0.05","0.00","0.75","1"
"532279","1","1.50","0.00","0.00","4992","0.04","0.00","0.13","0"
"532312","3","0.75","0.38","0.00","1195.97","0.06","0.04","0.38","0"
"532329","2","3.88","0.00","0.00","7209.97","0.04","0.00","0.25","1"
"532347","3","0.63","0.38","0.00","1833.71","0.01","0.00","0.38","0"
"532361","4","1.13","0.25","0.00","1693.50","0.03","0.00","0.50","0"
"532365","1","0.63","0.13","0.00","2412.34","0.06","0.00","0.13","0"
"532381","4","2.22","0.33","0.11","2748.37","0.03","0.01","0.56","0"
"532387","3","2.38","0.25","0.00","4015.69","0.03","0.01","0.38","0"
"532388","2","1.25","0.00","0.00","2896.01","0.09","0.04","0.25","0"
"532390","4","1.38","0.25","0.00","2741.54","0.00","0.01","0.50","1"
"532410","4","2.88","0.25","0.13","4245.76","0.03","0.02","0.63","0"
"532426","1","1.50","0.00","0.00","10625.23","0.01","0.05","0.10","0"
"532432","1","1.63","0.00","0.00","1963","0.00","0.00","0.13","0"
"532433","3","1.38","0.13","0.00","2875.05","0.03","0.01","0.38","1"
"532500","4","1.38","0.25","0.00","8648.34","0.00","0.02","0.50","1"
"532519","3","1.88","0.50","0.00","2580.44","0.06","0.00","0.38","0"
"532535","3","2.25","0.13","0.00","5233.42","0.00","0.02","0.38","0"
"532544","1","3.00","0.00","0.13","5921.70","0.00","0.03","0.25","0"
"532568","3","1.25","0.00","0.00","1979.84","0.01","0.05","0.38","0"
"532607","4","0.89","0.44","0.00","2137.14","0.05","0.04","0.44","0"
"532622","3","0.75","0.13","0.00","1909.41","0.02","0.00","0.38","0"
"532623","2","0.50","0.13","0.00","1095.77","0.02","0.01","0.25","1"
"532627","0","0.00","0.00","0.00","0","0.03","0.00","0.00","1"
"532637","2","1.75","0.00","0.00","2946","0.01","0.00","0.25","0"
"532650","5","2.25","0.25","0.00","4681.41","0.01","0.02","0.63","0"
"532651","2","0.88","0.00","0.00","1853.45","0.01","0.02","0.25","1"
"532653","4","3.25","0.00","0.00","6833.25","0.03","0.02","0.50","0"
"532656","2","0.38","0.25","0.00","2089.53","0.01","0.03","0.25","0"
"532705","2","1.00","0.00","0.00","1187.94","0.00","0.02","0.25","0"
"532710","1","0.13","0.13","0.00","708.38","0.01","0.05","0.13","0"
"532711","2","2.11","0.11","0.00","4336.31","0.03","0.00","0.22","0"
"532721","3","1.38","0.13","0.00","1526.02","0.01","0.00","0.38","0"
"532725","1","1.25","0.00","0.13","2668.50","0.03","0.01","0.25","0"
"532730","2","2.00","0.13","0.00","3328.45","0.03","0.00","0.25","0"
"532742","3","1.13","0.13","0.00","2368.23","0.02","0.00","0.38","0"
"532748","5","0.88","0.50","0.00","2632.78","0.02","0.04","0.63","1"
"532750","2","0.38","0.13","0.00","2141.92","0.04","0.00","0.25","0"
"532774","0","0.00","0.00","0.00","0","0.01","0.00","0.00","0"
"532810","3","1.63","0.25","0.00","5995.92","0.01","0.01","0.38","0"
"532823","4","1.11","0.22","0.00","2412.86","0.01","0.00","0.44","0"
"532835","2","0.38","0.13","0.00","903.46","0.04","0.04","0.25","1"
"532843","3","1.25","0.00","0.00","2382.20","0.00","0.01","0.38","0"
"532863","4","3.00","0.00","0.00","5067.74","0.03","0.02","0.50","0"
"532866","4","1.63","0.75","0.00","5272.19","0.01","0.03","0.50","1"
"532901","1","0.13","0.13","0.00","242.44","0.00","0.01","0.13","0"
"532905","0","0.00","0.00","0.00","0","0.01","0.01","0.00","0"
"532912","4","2.25","0.50","0.00","5846.24","0.05","0.02","0.50","0"
"532941","4","1.88","0.38","0.13","5686.83","0.01","0.00","0.63","0"
"532989","5","1.89","0.22","0.00","5738.80","0.00","0.02","0.56","1"
"533048","1","0.25","0.00","0.00","512","0.02","0.04","0.13","1"
"533093","2","0.78","0.11","0.00","1527.69","0.00","0.04","0.22","0"
"533117","2","0.25","0.00","0.00","586.37","0.02","0.00","0.25","0"
"533123","2","0.33","0.11","0.00","1065.77","0.00","0.01","0.22","1"
"533129","5","1.63","0.13","0.00","3552.75","0.02","0.02","0.63","0"
"533155","3","1.00","0.38","0.00","6686.08","0.03","0.04","0.38","0"
"533187","1","1.00","0.00","0.00","776","0.01","0.03","0.13","0"
"533199","3","0.50","0.10","0.00","2235.44","0.02","0.00","0.30","0"
"533204","0","0.00","0.00","0.00","0","0.01","0.03","0.00","0"
"533211","4","2.13","0.25","0.00","5375.31","0.00","0.01","0.50","1"
"533222","3","2.13","0.50","0.00","6324.66","0.09","0.03","0.38","1"
"533248","3","1.00","0.38","0.00","4205.83","0.03","0.00","0.38","1"
"533251","2","0.63","0.13","0.00","2877.03","0.01","0.00","0.25","1"
"533283","4","0.50","0.20","0.00","2827.82","0.04","0.02","0.40","0"
"533291","6","3.00","0.75","0.00","7186.95","0.01","0.00","0.75","0"
"533302","3","1.38","0.00","0.00","2381.14","0.03","0.01","0.38","0"
"533327","4","3.38","0.13","0.00","9903.36","0.05","0.02","0.50","1"
"533357","5","1.50","0.25","0.00","3409.00","0.03","0.01","0.63","0"
"533378","3","1.50","0.38","0.00","2508.54","0.01","0.02","0.38","1"
"533388","1","1.50","0.38","0.00","3830.44","0.03","0.02","0.13","1"
"533393","1","0.44","0.00","0.00","624","0.01","0.00","0.11","1"
"533396","5","2.00","0.38","0.00","5702.62","0.03","0.03","0.63","0"
"533402","3","1.89","0.22","0.00","3815.51","0.02","0.03","0.33","0"
"533404","4","1.75","0.13","0.13","8364.14","0.04","0.01","0.63","0"
"533411","4","0.75","0.25","0.00","3007.07","0.03","0.01","0.50","0"
"533449","1","0.22","0.11","0.00","1116.84","0.06","0.02","0.11","0"
"533464","2","0.25","0.25","0.00","1147.21","0.01","0.01","0.25","1"
"533490","4","1.75","0.13","0.00","3131.72","0.02","0.01","0.50","0"
"533492","3","0.75","0.63","0.00","14683.90","0.06","0.03","0.38","1"
"533497","5","0.88","0.38","0.00","3276.42","0.01","0.01","0.63","0"
"533518","3","1.75","0.13","0.00","7285.22","0.02","0.02","0.38","0"
"533527","1","0.75","0.25","0.00","946.58","0.08","0.03","0.13","0"
"533537","3","2.22","0.00","0.00","5814.62","0.04","0.02","0.33","0"
"533542","5","1.56","0.44","0.00","7140.54","0.06","0.01","0.56","0"
"533550","2","0.75","0.13","0.00","1352.82","0.01","0.00","0.25","1"
"533573","2","0.13","0.25","0.00","405.76","0.03","0.00","0.25","0"
"533575","4","1.38","0.38","0.00","1965.12","0.07","0.00","0.50","1"
"533598","3","2.38","0.00","0.00","3348.97","0.10","0.01","0.38","0"
"533613","3","1.00","0.11","0.00","3146.73","0.03","0.04","0.33","1"
"533617","3","1.44","0.22","0.00","2812.09","0.00","0.00","0.33","1"
"533656","2","0.88","0.25","0.00","2575.06","0.06","0.03","0.25","0"
"533716","3","0.63","0.25","0.00","1744.18","0.05","0.03","0.38","0"
"533742","3","0.50","0.25","0.00","1364.49","0.01","0.02","0.38","1"
"533755","1","3.25","0.25","0.13","11931.44","0.03","0.01","0.25","0"
"533759","3","3.88","0.13","0.00","5796.97","0.00","0.00","0.38","1"
"533773","4","2.50","0.25","0.00","6367.04","0.04","0.00","0.50","0"
"533782","3","1.88","0.25","0.00","4133.24","0.03","0.00","0.38","0"
"533809","2","0.50","0.10","0.00","1535.25","0.03","0.01","0.20","1"
"533827","1","1.00","0.00","0.00","512","0.03","0.01","0.13","0"
"533846","3","0.88","0.25","0.00","1918.33","0.00","0.01","0.38","0"
"533859","4","2.75","0.25","0.00","5360.50","0.02","0.00","0.50","0"
"533895","2","0.25","0.00","0.00","994.94","0.06","0.03","0.25","0"
"533908","1","0.33","0.00","0.00","710.68","0.03","0.01","0.11","0"
"533932","3","1.38","0.88","0.13","9897.37","0.02","0.03","0.50","1"
"533975","3","1.88","0.00","0.00","4272","0.01","0.02","0.38","1"
"533985","2","0.63","0.25","0.00","3242.91","0.04","0.00","0.25","0"
"533990","5","2.75","0.13","0.00","5962.64","0.04","0.01","0.63","1"
"534040","2","2.88","0.00","0.00","5445.08","0.00","0.01","0.25","1"
"534045","2","0.38","0.13","0.00","1730.27","0.01","0.00","0.25","0"
"534066","5","1.38","0.25","0.00","2577.96","0.04","0.01","0.63","1"
"534082","0","0.00","0.00","0.00","0","0.00","0.01","0.00","1"
"534088","3","1.00","0.13","0.00","2466.39","0.02","0.02","0.38","1"
"534105","6","3.88","0.25","0.00","6368.46","0.02","0.01","0.75","0"
"534179","4","2.00","0.25","0.00","3231.30","0.08","0.05","0.50","0"
"534190","2","1.50","0.00","0.00","1860.34","0.04","0.01","0.25","1"
"534246","2","1.63","0.00","0.00","1740.97","0.02","0.02","0.25","0"
"534254","1","0.44","0.00","0.00","1317.05","0.02","0.02","0.11","0"
"534295","3","2.00","0.22","0.00","7995.05","0.05","0.00","0.33","0"
"534333","2","0.67","0.00","0.00","2402.50","0.04","0.00","0.22","1"
"534351","7","7.00","0.56","0.00","11425.86","0.01","0.01","0.78","0"
"534360","5","1.50","0.13","0.00","3874.26","0.01","0.03","0.63","1"
"534378","1","0.25","0.13","0.00","896.57","0.03","0.00","0.13","1"
"534380","3","2.25","0.13","0.00","5159.91","0.06","0.01","0.38","1"
"534391","3","1.75","0.25","0.00","3750.57","0.06","0.01","0.38","0"
"534445","3","0.63","0.00","0.13","3222.07","0.01","0.00","0.50","0"
"534474","4","4.33","0.33","0.00","7774.17","0.00","0.01","0.44","0"
"534499","1","0.25","0.00","0.00","136","0.04","0.03","0.13","1"
"534564","1","0.22","0.00","0.00","678.33","0.02","0.01","0.11","0"
"534586","0","0.00","0.00","0.00","0","0.01","0.02","0.00","1"
"534594","2","3.88","0.00","0.00","28261.43","0.03","0.00","0.25","0"
"534604","1","0.00","0.25","0.00","1100.77","0.00","0.01","0.13","0"
"534607","4","1.00","0.89","0.00","3260.15","0.02","0.01","0.44","0"
"534608","4","1.00","0.33","0.00","2527.04","0.04","0.01","0.44","0"
"534661","1","0.88","0.00","0.00","1386","0.00","0.03","0.13","1"
"534688","5","2.75","0.50","0.00","5258.77","0.06","0.03","0.63","1"
"534697","2","1.00","0.00","0.00","1502.15","0.02","0.00","0.22","0"
"534703","2","1.50","0.00","0.13","3889.62","0.05","0.04","0.38","0"
"534742","2","0.63","0.00","0.00","970.66","0.03","0.03","0.25","0"
"534747","4","1.22","0.11","0.00","2175.77","0.07","0.00","0.44","0"
"534782","4","2.88","0.25","0.00","7441.21","0.03","0.00","0.50","0"
"534793","1","0.25","0.00","0.00","875.37","0.00","0.01","0.13","1"
"534798","3","0.75","0.00","0.00","1360.60","0.04","0.01","0.38","0"
"534825","1","0.00","0.00","0.00","97.51","0.01","0.03","0.13","1"
"534840","4","0.78","0.00","0.00","3624.56","0.04","0.02","0.44","0"
"534842","2","0.25","0.00","0.00","567.07","0.14","0.03","0.25","0"
"534858","4","2.13","0.38","0.13","6081.82","0.03","0.00","0.63","1"
"534895","2","0.75","0.13","0.00","1631.03","0.05","0.00","0.25","1"
"534903","3","0.89","0.22","0.00","5333.08","0.02","0.01","0.33","1"
"534939","3","2.38","0.00","0.00","6317.48","0.06","0.02","0.38","0"
"534948","4","3.00","0.13","0.00","3980.86","0.02","0.01","0.50","0"
"534957","4","0.50","0.00","0.00","2280.54","0.00","0.01","0.50","0"
"534971","2","0.50","0.13","0.00","770.51","0.03","0.01","0.25","0"
"534986","4","2.88","0.38","0.00","5709.85","0.03","0.03","0.50","0"
"535003","0","0.00","0.00","0.00","0","0.02","0.00","0.00","0"
"535007","6","3.50","0.13","0.13","11460.98","0.00","0.03","0.88","0"
"535024","3","1.63","0.50","0.13","6438.84","0.03","0.00","0.50","0"
"535035","4","3.75","0.13","0.00","8430.81","0.01","0.02","0.50","1"
"535047","4","2.13","0.25","0.00","4695.36","0.00","0.01","0.50","1"
"535051","4","2.75","0.13","0.00","4046.49","0.04","0.02","0.50","0"
"535060","4","0.63","0.25","0.00","2315.46","0.03","0.00","0.50","0"
"535063","4","1.56","0.22","0.00","4030.95","0.02","0.03","0.44","0"
"535081","4","2.38","0.25","0.00","5215.26","0.02","0.01","0.50","0"
"535099","5","2.13","0.75","0.00","4440.31","0.00","0.00","0.63","0"
"535135","4","2.50","0.13","0.00","4856.98","0.05","0.01","0.50","0"
"535136","3","1.38","0.13","0.00","2683.75","0.03","0.02","0.38","0"
"535149","1","0.38","0.25","0.00","638.85","0.02","0.03","0.13","1"
"535155","1","0.13","0.13","0.00","739.66","0.01","0.00","0.13","0"
"535177","2","1.25","0.25","0.00","5726.53","0.04","0.04","0.25","0"
"535189","2","0.38","0.13","0.00","1569.81","0.02","0.01","0.25","1"
"535229","3","2.00","0.00","0.00","3561.15","0.04","0.02","0.38","0"
"535266","2","0.44","0.33","0.00","10137.15","0.00","0.02","0.22","1"
"535311","2","1.00","0.00","0.00","2976.17","0.00","0.04","0.22","1"
"535341","3","2.11","0.00","0.00","3911.32","0.00","0.03","0.33","0"
"535365","2","0.75","0.13","0.00","841.96","0.01","0.00","0.25","1"
"535398","3","1.63","0.25","0.00","2956.53","0.03","0.02","0.38","0"
"535441","4","1.75","0.25","0.00","4685.20","0.03","0.00","0.50","1"
"535447","5","1.67","0.67","0.00","8822.78","0.06","0.00","0.56","0"
"535459","4","1.13","0.00","0.00","2226.39","0.01","0.01","0.50","0"
"535473","1","0.00","0.13","0.00","4332.96","0.01","0.00","0.13","0"
"535495","3","1.25","0.25","0.00","4527.46","0.02","0.00","0.38","1"
"535497","0","0.00","0.00","0.00","0","0.02","0.00","0.00","1"
"535502","3","0.56","0.22","0.00","2287.92","0.02","0.00","0.33","1"
"535553","2","1.11","0.11","0.00","1950.37","0.01","0.00","0.22","0"
"535595","2","0.88","0.50","0.00","13840.99","0.01","0.01","0.25","1"
"535600","3","1.63","0.00","0.00","3749.79","0.01","0.00","0.38","0"
"535610","3","1.00","0.25","0.00","1147.97","0.00","0.01","0.38","0"
"535625","5","1.38","0.38","0.00","2667.59","0.00","0.00","0.63","1"
"535637","3","1.50","0.00","0.00","1667.85","0.00","0.06","0.38","0"
"535644","4","1.10","0.10","0.00","3051.65","0.00","0.02","0.40","0"
"535682","0","0.00","0.00","0.00","0","0.01","0.00","0.00","0"
"535686","4","4.44","0.44","0.11","15860.39","0.02","0.01","0.56","0"
"535701","1","0.25","0.00","0.00","3793.24","0.06","0.00","0.13","0"
"535702","5","2.75","0.38","0.00","13034.57","0.00","0.03","0.63","1"
"535706","1","0.13","0.13","0.00","464.77","0.06","0.01","0.13","1"
"535734","2","0.50","0.00","0.00","1418.20","0.00","0.04","0.25","0"
"535737","0","0.00","0.00","0.00","0","0.00","0.01","0.00","0"
"535746","3","1.88","0.25","0.00","3094.22","0.06","0.00","0.38","0"
"535747","2","2.13","0.00","0.00","3724.16","0.00","0.02","0.25","0"
"535791","2","0.75","0.13","0.00","2869.35","0.01","0.00","0.25","0"
"535795","5","1.88","0.50","0.00","4639.52","0.04","0.01","0.63","1"
"535878","4","3.20","0.30","0.00","10460.54","0.05","0.02","0.40","0"
"535879","5","2.75","0.25","0.00","9769.25","0.00","0.01","0.63","1"
"535885","3","2.75","0.00","0.00","4985.3","0.07","0.01","0.38","0"
"535896","2","0.38","0.13","0.00","1274.83","0.05","0.01","0.25","1"
"535905","2","2.00","0.38","0.13","9056.85","0.05","0.01","0.38","0"
"535906","5","3.25","0.13","0.00","5870.74","0.03","0.00","0.63","0"
"535912","5","1.63","0.13","0.00","3785.26","0.03","0.00","0.63","0"
"535942","2","1.13","0.13","0.00","2502.52","0.02","0.01","0.25","1"
"535983","1","0.00","0.13","0.00","1301.14","0.04","0.00","0.13","1"
"535994","1","1.38","0.00","0.00","1705","0.04","0.01","0.13","1"
"536000","4","0.88","0.38","0.13","4407.84","0.00","0.00","0.63","0"
"536016","2","1.00","0.00","0.00","3752.22","0.00","0.03","0.25","1"
"536034","2","1.38","0.00","0.00","3376.73","0.00","0.00","0.25","1"
"536035","2","0.38","0.13","0.00","1558.68","0.08","0.02","0.25","0"
"536039","6","5.00","0.38","0.13","19063.50","0.03","0.02","0.88","1"
"536050","3","0.88","0.50","0.00","2554.98","0.00","0.01","0.38","0"
"536058","2","1.50","0.13","0.00","7526.74","0.05","0.01","0.25","0"
"536066","3","0.89","0.11","0.00","2696.02","0.03","0.01","0.33","0"
"536086","3","0.88","0.25","0.00","5076.61","0.03","0.00","0.38","1"
"536099","4","2.88","0.00","0.00","4208.51","0.03","0.00","0.50","1"
"536135","0","0.00","0.00","0.00","0","0.00","0.03","0.00","0"
"536170","0","0.00","0.00","0.00","0","0.01","0.00","0.00","0"
"536212","1","3.25","0.25","0.13","4078.74","0.00","0.03","0.25","0"
"536228","1","0.89","0.00","0.00","1376","0.00","0.04","0.11","0"
"536229","2","1.75","0.00","0.00","3049.36","0.03","0.00","0.25","1"
"536241","2","0.63","0.13","0.00","3905.00","0.03","0.00","0.25","1"
"536275","1","0.38","0.00","0.00","567.73","0.01","0.01","0.13","1"
"536278","3","2.89","0.11","0.00","6588.78","0.01","0.00","0.33","0"
"536313","2","1.38","0.00","0.00","5952.2","0.01","0.01","0.25","1"
"536343","2","0.38","0.13","0.00","3088.42","0.02","0.00","0.25","0"
"536387","4","1.11","0.22","0.00","4850.69","0.08","0.05","0.44","0"
"536431","5","3.63","0.38","0.00","7367.64","0.03","0.01","0.63","0"
"536467","2","1.00","0.13","0.00","2170.28","0.00","0.01","0.25","0"
"536469","1","0.50","0.13","0.00","1018.78","0.00","0.00","0.13","0"
"536474","3","0.67","0.22","0.22","6936.99","0.00","0.00","0.56","0"
"536488","0","0.00","0.00","0.00","0","0.01","0.00","0.00","0"
"536489","6","4.00","0.50","0.00","5569.93","0.02","0.01","0.75","0"
"536490","3","1.00","0.25","0.00","3873.98","0.05","0.01","0.38","0"
"536532","3","2.50","0.25","0.00","2823.74","0.00","0.00","0.38","1"
"536566","2","0.88","0.13","0.00","1499.4","0.03","0.01","0.25","0"
"536574","4","2.63","0.25","0.00","5148.99","0.03","0.04","0.50","1"
"536594","2","1.56","0.00","0.00","3619","0.02","0.01","0.22","0"
"536604","2","0.25","0.13","0.00","1174.90","0.07","0.01","0.25","0"
"536622","4","1.13","0.25","0.00","2222.92","0.00","0.00","0.50","0"
"536641","5","1.25","0.25","0.00","3880.50","0.01","0.00","0.63","0"
"536651","3","0.63","0.38","0.00","4538.75","0.05","0.03","0.38","0"
"536652","4","2.25","0.00","0.00","2571.08","0.00","0.00","0.50","0"
"536656","3","0.78","0.11","0.00","3389.48","0.08","0.00","0.33","1"
"536658","2","0.38","0.13","0.00","1975.16","0.03","0.01","0.25","0"
"536659","6","4.00","0.50","0.00","7046.75","0.00","0.01","0.75","0"
"536672","5","1.75","0.00","0.00","7493.40","0.06","0.00","0.63","1"
"536675","3","0.50","0.25","0.00","1574.73","0.02","0.01","0.38","0"
"536691","5","1.50","0.38","0.00","6065.05","0.03","0.04","0.63","0"
"536695","6","1.75","0.38","0.00","4840.60","0.00","0.02","0.75","0"
"536763","2","0.38","0.13","0.00","1198.57","0.00","0.02","0.25","0"
"536764","5","1.50","0.50","0.00","3636.08","0.02","0.00","0.63","0"
"536782","4","1.50","0.25","0.00","2480.99","0.02","0.00","0.50","1"
"536791","3","1.00","0.13","0.00","3848.54","0.06","0.00","0.38","0"
"536810","4","1.89","0.33","0.00","4756.93","0.04","0.01","0.44","0"
"536843","4","1.25","0.25","0.00","4586.05","0.01","0.00","0.50","0"
"536876","1","0.25","0.13","0.00","638.69","0.00","0.02","0.13","0"
"536893","2","1.00","0.00","0.00","1509.52","0.03","0.00","0.25","0"
"536951","5","2.00","0.38","0.00","3063.82","0.01","0.00","0.63","0"
"536964","1","0.25","0.00","0.00","700.01","0.01","0.00","0.13","1"
"536995","2","1.63","0.13","0.00","3351.59","0.00","0.00","0.25","0"
"537038","1","0.22","0.00","0.00","465.08","0.04","0.00","0.11","1"
"537066","6","1.88","0.13","0.00","3517.20","0.02","0.03","0.75","0"
"537098","1","0.25","0.13","0.00","1472.33","0.06","0.01","0.13","0"
"537121","1","0.00","0.13","0.00","586.88","0.00","0.02","0.13","0"
"537123","3","3.75","0.38","0.00","13204.14","0.04","0.02","0.38","0"
"537177","2","0.44","0.22","0.11","1808.10","0.01","0.00","0.33","1"
"537181","5","2.50","0.38","0.00","7370.26","0.03","0.01","0.63","1"
"537212","2","1.00","0.00","0.00","695.03","0.01","0.03","0.25","1"
"537227","1","0.13","0.00","0.00","216.23","0.08","0.00","0.13","1"
"537289","4","1.63","0.00","0.00","5035.32","0.01","0.00","0.50","1"
"537317","4","3.25","0.13","0.00","4941.02","0.00","0.03","0.50","1"
"537373","5","1.89","0.22","0.00","5673.75","0.00","0.03","0.56","1"
"537393","4","1.25","0.25","0.00","3846.00","0.02","0.04","0.50","0"
"537400","2","2.00","0.00","0.00","5120","0.01","0.00","0.25","1"
"537412","4","3.25","0.13","0.00","5423.04","0.02","0.00","0.50","0"
"537413","4","1.22","0.44","0.11","3510.48","0.03","0.03","0.56","0"
"537414","3","1.00","0.13","0.00","4328.73","0.00","0.00","0.38","0"
"537470","2","1.00","0.00","0.00","604","0.10","0.01","0.25","1"
"537481","1","0.44","0.00","0.00","428","0.06","0.02","0.11","0"
"537507","3","3.78","0.00","0.00","5944.48","0.01","0.01","0.33","0"
"537560","6","1.63","0.50","0.00","2724.22","0.02","0.01","0.75","0"
"537580","4","3.00","0.13","0.00","6727.32","0.00","0.03","0.50","0"
"537586","3","1.00","0.00","0.00","2231.77","0.01","0.06","0.38","1"
"537595","4","0.75","0.13","0.00","3711.53","0.01","0.03","0.50","0"
"537659","1","0.25","0.00","0.00","286","0.00","0.03","0.13","1"
"537671","3","1.38","0.50","0.00","2999.16","0.02","0.03","0.38","0"
"537676","5","3.63","0.25","0.13","6023.45","0.06","0.00","0.75","0"
"537688","1","0.25","0.13","0.00","755.49","0.02","0.00","0.13","0"
"537723","1","0.25","0.00","0.00","616.24","0.00","0.04","0.13","0"
"537725","2","0.50","0.13","0.00","1145.53","0.01","0.04","0.25","0"
"537748","6","4.13","0.38","0.00","9739.60","0.04","0.01","0.75","0"
"537770","4","1.63","0.38","0.00","2901.25","0.00","0.03","0.50","0"
"537776","2","2.25","0.00","0.00","2768","0.04","0.00","0.25","0"
"537795","1","0.13","0.13","0.00","608.9","0.01","0.03","0.13","0"
"537804","1","0.25","0.00","0.00","304.9","0.03","0.00","0.13","1"
"537818","3","1.50","0.13","0.00","5326.95","0.00","0.01","0.38","1"
"537819","4","1.50","0.38","0.00","4366.17","0.03","0.01","0.50","0"
"537834","2","0.25","0.13","0.00","867.21","0.08","0.02","0.25","0"
"537860","1","0.75","0.00","0.00","474.76","0.03","0.04","0.13","0"
"537861","3","2.38","0.00","0.00","2796.49","0.00","0.01","0.38","1"
"537904","5","1.50","0.50","0.00","5200.44","0.02","0.03","0.63","1"
"537922","3","2.75","0.25","0.00","3609.56","0.02","0.03","0.38","0"
"537926","2","1.63","0.00","0.00","2926","0.01","0.00","0.25","0"
"537975","1","0.75","0.00","0.00","360","0.07","0.01","0.13","0"
"538069","4","2.38","0.25","0.25","11071.98","0.00","0.01","0.75","1"
"538074","5","2.75","0.13","0.00","10079.66","0.02","0.01","0.63","0"
"538084","5","2.13","0.00","0.00","5940.12","0.00","0.00","0.63","0"
"538108","2","0.00","0.25","0.00","249.16","0.04","0.02","0.25","1"
"538112","2","0.89","0.11","0.00","1699.75","0.02","0.04","0.22","0"
"538131","2","0.63","0.00","0.00","1570.63","0.04","0.03","0.25","1"
"538134","3","1.25","0.38","0.00","4803.96","0.04","0.00","0.38","0"
"538139","1","0.38","0.13","0.00","1381.54","0.04","0.02","0.13","0"
"538147","4","2.88","0.38","0.13","7558.80","0.01","0.01","0.63","1"
"538167","3","1.00","0.22","0.00","2759.59","0.02","0.00","0.33","1"
"538188","4","1.75","0.00","0.00","5539.93","0.09","0.00","0.50","1"
"538197","4","1.25","0.13","0.00","3020.69","0.07","0.03","0.50","0"
"538214","3","1.11","0.00","0.00","1187.84","0.00","0.01","0.33","1"
"538216","3","0.88","0.25","0.00","3032.48","0.03","0.00","0.38","0"
"538260","3","2.00","0.25","0.00","5668.01","0.05","0.00","0.38","0"
"538270","2","0.44","0.11","0.00","1022.84","0.00","0.02","0.22","0"
"538274","1","0.63","0.00","0.00","454.12","0.02","0.00","0.13","0"
"538279","3","1.22","0.22","0.00","5536.93","0.00","0.01","0.33","0"
"538306","2","0.63","0.00","0.00","1844.3","0.03","0.00","0.25","1"
"538319","3","1.25","0.38","0.00","5530.45","0.01","0.01","0.38","0"
"538321","2","1.13","0.00","0.00","3268.64","0.06","0.05","0.25","1"
"538331","5","2.88","0.38","0.00","8600.41","0.00","0.01","0.63","1"
"538349","5","3.00","0.25","0.00","3431.09","0.00","0.01","0.63","0"
"538350","2","1.38","0.00","0.13","2361.34","0.05","0.00","0.38","1"
"538388","5","1.88","0.63","0.00","4043.96","0.01","0.01","0.63","0"
"538413","1","0.44","0.00","0.11","2304.68","0.00","0.01","0.22","1"
"538426","1","0.13","0.00","0.00","143.13","0.03","0.03","0.13","1"
"538432","4","1.50","0.38","0.00","3144.25","0.03","0.03","0.50","0"
"538438","3","0.88","0.13","0.00","1177.31","0.01","0.01","0.38","0"
"538441","3","1.25","0.50","0.13","3397.50","0.03","0.03","0.50","0"
"538454","3","1.00","0.00","0.00","1382.20","0.03","0.03","0.33","0"
"538457","3","1.50","0.38","0.00","2327.99","0.05","0.05","0.38","0"
"538458","4","1.38","0.13","0.00","3716.47","0.02","0.00","0.50","1"
"538463","0","0.00","0.00","0.00","0","0.05","0.00","0.00","1"
"538489","3","1.63","0.38","0.00","3562.97","0.02","0.03","0.38","1"
"538511","0","0.00","0.00","0.00","0","0.00","0.01","0.00","1"
"538522","4","2.00","0.25","0.00","4267.90","0.09","0.00","0.50","0"
"538529","3","1.00","0.63","0.00","2081.84","0.03","0.01","0.38","0"
"538538","3","1.25","0.25","0.00","3734.85","0.04","0.00","0.38","0"
"538608","4","1.38","0.38","0.00","3239.47","0.03","0.02","0.50","1"
"538638","2","0.63","0.13","0.00","2999.17","0.03","0.03","0.25","0"
"538641","3","1.67","0.22","0.22","4532.66","0.01","0.01","0.56","0"
"538666","3","0.75","0.13","0.13","2723.10","0.00","0.01","0.50","0"
"538677","1","0.13","0.00","0.00","267.12","0.05","0.03","0.13","0"
"538680","3","0.38","0.38","0.00","1109.33","0.03","0.01","0.38","0"
"538681","1","0.11","0.22","0.00","859.45","0.01","0.00","0.11","0"
"538691","4","2.25","0.25","0.00","3429.18","0.04","0.00","0.50","0"
"538696","2","0.50","0.00","0.00","290","0.08","0.02","0.25","1"
"538703","3","0.38","0.25","0.00","4676.53","0.03","0.01","0.38","1"
"538714","3","1.13","0.13","0.00","4152.66","0.04","0.00","0.38","0"
"538780","3","2.00","0.11","0.00","4260.62","0.03","0.01","0.33","1"
"538788","2","0.50","0.25","0.00","1576.08","0.00","0.03","0.25","0"
"538814","2","0.25","0.00","0.00","378.59","0.04","0.02","0.25","1"
"538883","2","1.11","0.11","0.00","1745.94","0.01","0.02","0.22","0"
"538915","4","0.38","0.00","0.00","2243.22","0.00","0.02","0.50","0"
