"u_id","perk_label","total_trips","total_spend","avg_stay_length","age","gender","child_flag"
"545771","Exclusive discounts","2","1239.80","0.75","55","F","0"
"545803","Exclusive discounts","3","2471.43","1.44","54","F","1"
"545805","Free hotel meal","4","9430.23","3.13","50","F","1"
"545810","Exclusive discounts","1","1302","0.88","23","F","1"
"545848","Exclusive discounts","1","738","0.75","50","F","1"
"545865","1 night free hotel with flight","4","3830.59","1.38","42","F","0"
"545879","Free hotel meal","3","10615.22","5.13","27","F","0"
"545936","1 night free hotel with flight","3","3572.17","1.63","44","F","0"
"545939","Exclusive discounts","4","2708.46","0.67","45","F","0"
"545958","Exclusive discounts","1","230.74","0.00","58","F","0"
"545981","Free hotel meal","5","5456.25","3.38","37","F","0"
"546008","1 night free hotel with flight","4","5720.53","2.00","32","F","0"
"546050","Exclusive discounts","2","1700.85","0.44","53","F","0"
"546061","Exclusive discounts","4","3244.53","0.88","48","F","1"
"546064","Free hotel meal","5","7875.44","3.38","55","F","1"
"546065","Free checked bag","3","1961.27","2.13","48","M","1"
"546072","1 night free hotel with flight","4","4486.74","2.00","50","F","0"
"546121","Exclusive discounts","1","808.84","0.13","18","F","0"
"546127","Free checked bag","4","3269.07","2.00","56","F","0"
"546130","Exclusive discounts","2","2275.00","0.78","50","F","1"
"546131","1 night free hotel with flight","4","8335.07","2.50","57","F","0"
"546161","Free hotel meal","3","5110.34","2.63","57","F","0"
"546164","Free hotel meal","2","6230.76","6.13","23","F","0"
"546190","Exclusive discounts","3","4193.82","1.22","51","F","1"
"546224","Exclusive discounts","2","946.69","0.38","46","F","1"
"546256","Free hotel meal","5","10221.26","3.75","53","F","1"
"546280","1 night free hotel with flight","3","4628.95","1.44","43","F","0"
"546282","Exclusive discounts","2","2147.05","0.80","46","F","0"
"546307","1 night free hotel with flight","5","6149.53","1.67","56","F","0"
"546334","Exclusive discounts","1","351.09","0.25","36","F","0"
"546395","1 night free hotel with flight","4","3630.63","1.63","44","F","1"
"546399","Exclusive discounts","1","256.53","0.00","37","F","0"
"546419","1 night free hotel with flight","4","4434.22","0.88","55","F","1"
"546437","1 night free hotel with flight","5","5158.01","1.75","51","F","0"
"546462","Exclusive discounts","2","3499","1.38","74","F","0"
"546470","Exclusive discounts","1","592.55","0.00","43","F","0"
"546485","Free checked bag","4","3444.46","1.50","44","M","1"
"546509","Exclusive discounts","3","2335.02","1.13","49","F","0"
"546529","1 night free hotel with flight","4","4883.55","0.90","48","F","0"
"546587","Exclusive discounts","4","2905.58","0.50","42","F","0"
"546612","Exclusive discounts","1","1574.8","0.25","26","F","1"
"546648","1 night free hotel with flight","4","5772.57","1.88","40","F","1"
"546664","Exclusive discounts","1","1027.69","0.88","34","F","0"
"546671","Exclusive discounts","1","996.48","0.50","41","F","0"
"546679","Exclusive discounts","4","2030.38","1.50","36","F","0"
"546688","Exclusive discounts","3","2876.62","1.50","53","F","0"
"546702","1 night free hotel with flight","3","4259.32","1.00","47","F","0"
"546728","Exclusive discounts","2","3837.13","1.75","54","F","0"
"546740","Free checked bag","2","1669.9","0.63","42","F","0"
"546756","Exclusive discounts","2","3401.37","0.63","46","F","0"
"546774","Free hotel meal","3","4519.69","4.50","58","F","1"
"546842","Free checked bag","1","426","0.75","46","F","0"
"546844","1 night free hotel with flight","5","3916.26","1.38","46","F","1"
"546847","Free hotel meal","5","11958.17","2.78","55","F","0"
"546857","Exclusive discounts","1","5184","2.00","67","F","0"
"546864","Free checked bag","2","3008.80","2.25","44","M","0"
"546867","1 night free hotel with flight","3","6584.49","1.50","52","F","0"
"546881","Exclusive discounts","2","1569.19","0.75","42","F","1"
"546882","Free checked bag","2","11446.42","2.13","26","F","0"
"546884","Free checked bag","1","564","0.50","19","M","0"
"546888","1 night free hotel with flight","2","11805.46","0.88","30","F","0"
"546900","1 night free hotel with flight","3","3981.29","2.13","39","F","0"
"546937","Exclusive discounts","0","0","0.00","68","F","0"
"546964","1 night free hotel with flight","6","5449.34","1.50","45","F","0"
"546972","Exclusive discounts","3","2898.55","0.67","50","F","1"
"547006","Free checked bag","1","10262.88","2.50","74","F","0"
"547007","Free hotel meal","5","7001.25","3.88","34","F","0"
"547037","Exclusive discounts","3","2864.10","1.25","35","F","0"
"547070","Free hotel meal","6","6332.39","2.63","52","M","0"
"547100","1 night free hotel with flight","3","11915.66","2.50","51","F","0"
"547130","Free checked bag","2","788.6","0.63","20","F","0"
"547150","Exclusive discounts","3","3353.32","1.75","45","F","1"
"547164","Free hotel meal","2","7939.15","7.50","31","F","0"
"547175","Exclusive discounts","2","1915.79","2.25","19","F","0"
"547180","Exclusive discounts","2","1548.55","0.75","47","F","1"
"547181","Free checked bag","3","2360.62","1.25","64","F","0"
"547201","Exclusive discounts","1","2208","2.00","26","F","0"
"547266","Exclusive discounts","3","2635.95","1.00","56","F","0"
"547301","Exclusive discounts","2","1784.96","0.88","34","F","1"
"547320","Exclusive discounts","1","1341","1.13","30","F","0"
"547325","Free checked bag","2","1472.97","0.88","44","F","1"
"547336","Free checked bag","1","542.5","0.22","43","F","0"
"547342","Free checked bag","1","955.33","0.50","27","M","0"
"547412","Exclusive discounts","2","4178.31","1.00","54","M","0"
"547453","Free checked bag","3","2294.16","1.00","30","F","1"
"547458","1 night free hotel with flight","4","7287.35","2.00","44","F","0"
"547459","Free hotel meal","4","9761.08","4.38","60","F","0"
"547483","Free checked bag","2","2706.56","0.88","36","F","1"
"547512","Free hotel meal","4","7577.00","2.88","47","F","0"
"547555","Free checked bag","5","4928.78","1.00","47","F","0"
"547559","Free checked bag","6","5969.46","3.13","38","F","0"
"547568","Free hotel meal","2","10768.46","3.13","31","F","0"
"547594","Free checked bag","1","865.08","0.50","18","F","0"
"547606","Exclusive discounts","3","2907.28","1.00","57","F","1"
"547613","Free checked bag","4","2682.84","1.75","41","F","0"
"547617","Exclusive discounts","3","1677.13","0.89","54","F","0"
"547663","Free checked bag","2","2676.64","1.13","45","F","0"
"547664","Free checked bag","4","1741.35","0.50","42","F","0"
"547693","Free hotel meal","1","12557.8","4.00","44","M","1"
"547761","Exclusive discounts","2","1730.15","1.38","50","F","0"
"547776","1 night free hotel with flight","3","3561.28","1.13","44","F","0"
"547779","1 night free hotel with flight","3","4403.53","1.75","43","F","1"
"547792","1 night free hotel with flight","5","5475.22","2.00","39","F","1"
"547817","Free hotel meal","3","8544.66","3.00","28","F","0"
"547823","Free hotel meal","5","6186.81","3.50","56","F","0"
"547825","Free checked bag","2","2110.62","1.63","23","F","0"
"547834","Exclusive discounts","0","0","0.00","27","F","0"
"547836","1 night free hotel with flight","3","3863.09","2.00","49","F","0"
"547857","Exclusive discounts","1","1259.2","0.33","66","F","1"
"547862","Free hotel meal","4","4941.98","2.75","48","M","1"
"547878","Free hotel meal","3","8156.82","3.00","27","F","0"
"547911","Exclusive discounts","2","1468.29","0.50","41","F","1"
"547938","Exclusive discounts","1","1867.87","0.00","27","M","1"
"547951","Exclusive discounts","4","3426.81","1.13","52","M","0"
"547966","Exclusive discounts","2","7024.13","2.38","44","F","1"
"547997","Exclusive discounts","1","327.48","0.00","59","F","0"
"548006","Exclusive discounts","2","1288.58","0.50","37","F","0"
"548022","Free hotel meal","4","5341.50","3.25","48","F","0"
"548032","Free checked bag","3","2625.93","0.50","43","F","0"
"548037","Free checked bag","2","1944.94","0.63","49","F","0"
"548040","1 night free hotel with flight","3","3762.81","0.88","38","F","0"
"548093","Exclusive discounts","1","1188","0.75","23","F","0"
"548109","1 night free hotel with flight","5","5074.11","1.38","40","F","0"
"548113","Exclusive discounts","4","2364.25","1.50","39","F","0"
"548120","Exclusive discounts","3","1384.06","0.33","48","F","0"
"548123","Exclusive discounts","0","0","0.00","48","M","1"
"548185","Free checked bag","2","2916","1.78","28","F","0"
"548189","1 night free hotel with flight","4","5438.37","1.75","31","F","0"
"548190","1 night free hotel with flight","3","4194.20","2.38","36","F","0"
"548193","Exclusive discounts","2","1402.77","0.00","18","F","1"
"548222","1 night free hotel with flight","4","9998.35","2.25","53","F","1"
"548228","Exclusive discounts","1","1090","1.25","68","F","0"
"548230","1 night free hotel with flight","3","5372.23","2.50","60","F","0"
"548256","Free checked bag","4","2862.44","1.38","43","F","1"
"548258","1 night free hotel with flight","6","4699.58","1.78","45","M","0"
"548272","1 night free hotel with flight","3","6872.78","2.38","43","F","1"
"548307","Free checked bag","2","1665.20","1.50","52","F","1"
"548310","Free checked bag","1","613.31","0.13","33","F","0"
"548391","Exclusive discounts","1","869.18","0.25","58","F","1"
"548408","Free checked bag","5","6509.33","2.88","36","F","0"
"548422","Free checked bag","5","5466.98","2.50","40","F","0"
"548434","Exclusive discounts","3","5705.25","0.78","44","F","0"
"548448","Free hotel meal","3","9047.82","3.50","64","F","0"
"548474","1 night free hotel with flight","3","4218.31","1.75","34","F","1"
"548488","Exclusive discounts","3","2379.46","0.88","37","F","0"
"548490","Exclusive discounts","2","1831.08","1.13","55","F","1"
"548504","1 night free hotel with flight","7","5572.13","1.75","38","F","0"
"548560","Exclusive discounts","1","1074.45","0.50","46","F","1"
"548568","1 night free hotel with flight","4","7658.59","1.11","57","F","1"
"548587","Free checked bag","2","3605.68","1.38","36","F","0"
"548635","1 night free hotel with flight","4","4320.74","1.25","42","F","1"
"548651","1 night free hotel with flight","5","4079.87","1.38","44","F","1"
"548653","1 night free hotel with flight","5","8818.70","2.00","44","F","1"
"548672","1 night free hotel with flight","4","3552.78","1.00","42","M","0"
"548708","1 night free hotel with flight","3","7014.02","2.38","39","M","0"
"548743","Exclusive discounts","2","1153.89","0.56","28","F","0"
"548853","Exclusive discounts","3","2886.98","0.88","54","F","0"
"548859","Exclusive discounts","3","3291.21","1.38","49","F","0"
"548872","Exclusive discounts","1","664","0.50","21","F","1"
"548961","1 night free hotel with flight","4","3523.99","1.38","40","F","1"
"548967","Free hotel meal","6","8642.05","3.56","40","F","0"
"548978","Free hotel meal","4","11091.46","4.00","38","F","0"
"548988","Exclusive discounts","4","3021.85","1.63","49","F","0"
"548990","Exclusive discounts","2","1211.54","1.13","33","F","0"
"549058","Exclusive discounts","2","8408.74","2.00","30","F","0"
"549115","Free checked bag","1","4451.86","1.50","34","F","1"
"549116","1 night free hotel with flight","3","8381.65","2.25","45","F","1"
"549121","Exclusive discounts","2","3023.99","1.75","74","F","0"
"549141","Exclusive discounts","2","11053","1.00","29","F","1"
"549152","1 night free hotel with flight","4","3906.94","1.88","34","F","0"
"549154","Free hotel meal","5","5715.15","3.38","49","M","1"
"549190","Free checked bag","2","1207.92","0.75","18","F","0"
"549202","Free hotel meal","5","5585.40","3.25","59","F","0"
"549235","Exclusive discounts","2","4540","1.67","41","F","1"
"549251","Free checked bag","2","2033.56","0.50","31","F","1"
"549274","Free checked bag","1","156.22","0.13","51","F","0"
"549281","Free hotel meal","5","6984.04","4.50","28","F","1"
"549290","Exclusive discounts","1","1782","1.38","19","M","0"
"549292","1 night free hotel with flight","3","6023.18","1.00","47","F","1"
"549293","Free checked bag","0","0","0.00","46","F","1"
"549303","Exclusive discounts","3","3172.78","1.00","38","F","0"
"549313","Free checked bag","2","796.40","0.38","45","F","1"
"549320","Exclusive discounts","2","1704","1.13","18","F","1"
"549357","Exclusive discounts","2","1457.66","0.67","47","F","0"
"549359","1 night free hotel with flight","3","4565.32","1.13","37","F","1"
"549361","1 night free hotel with flight","4","3840.14","2.25","53","F","1"
"549366","Exclusive discounts","0","0","0.00","49","M","1"
"549367","1 night free hotel with flight","4","5318.54","2.13","42","F","1"
"549377","1 night free hotel with flight","4","4017.73","2.50","45","F","0"
"549389","Exclusive discounts","2","4679","1.63","19","F","1"
"549390","Free hotel meal","3","4758","3.88","26","F","1"
"549450","Free checked bag","1","28560.76","0.00","45","F","1"
"549466","Exclusive discounts","3","953.90","0.25","49","F","0"
"549472","Exclusive discounts","1","264.51","0.13","24","F","0"
"549482","Free checked bag","5","6240.93","2.63","43","F","0"
"549515","1 night free hotel with flight","5","5302.45","1.38","44","F","1"
"549569","Exclusive discounts","3","2454.85","0.75","49","F","0"
"549572","1 night free hotel with flight","4","3537.91","1.63","55","F","1"
"549579","Exclusive discounts","1","531.7","0.38","44","F","0"
"549580","1 night free hotel with flight","6","5483.24","2.13","48","F","0"
"549584","Exclusive discounts","2","3269.56","1.75","44","F","0"
"549608","Exclusive discounts","0","0","0.00","60","F","1"
"549611","1 night free hotel with flight","6","5088.06","1.89","48","F","0"
"549623","Exclusive discounts","4","3466.88","1.13","39","M","1"
"549631","1 night free hotel with flight","4","4654.80","2.22","50","F","1"
"549710","Free hotel meal","5","6160.72","3.38","39","F","1"
"549714","Exclusive discounts","2","2556.56","0.75","57","M","1"
"549733","Free checked bag","2","3992.45","0.63","36","M","0"
"549746","Free checked bag","6","6338.06","3.00","44","F","0"
"549759","Free checked bag","0","0","0.00","68","F","0"
"549764","Exclusive discounts","3","2146.71","1.13","39","F","0"
"549777","Free checked bag","1","668.85","0.38","30","F","1"
"549797","Free hotel meal","5","7874.33","4.00","37","F","1"
"549800","Free checked bag","2","1414.19","0.38","41","F","1"
"549850","Exclusive discounts","4","2736.27","3.13","51","F","0"
"549894","Exclusive discounts","1","232.92","0.00","50","F","1"
"549938","Exclusive discounts","3","2853.60","1.75","39","F","0"
"549988","Free checked bag","1","658.47","0.00","51","F","0"
"549992","Free checked bag","2","1048.40","0.13","34","F","0"
"550017","Free hotel meal","5","8571.40","3.38","40","F","0"
"550019","1 night free hotel with flight","4","4698.26","1.11","33","F","0"
"550022","Exclusive discounts","0","0","0.00","24","F","0"
"550028","Free checked bag","1","467.37","0.00","70","M","0"
"550068","Free hotel meal","4","7193.71","3.25","40","F","1"
"550071","1 night free hotel with flight","5","3590.92","1.38","39","M","0"
"550077","Exclusive discounts","2","1130.55","0.50","52","M","0"
"550105","Exclusive discounts","2","2098.52","1.25","35","F","0"
"550110","1 night free hotel with flight","3","4671.15","2.11","55","F","0"
"550134","Exclusive discounts","2","1719.7","0.38","45","F","0"
"550193","Exclusive discounts","1","128","0.25","61","F","1"
"550200","Free checked bag","2","4860.16","1.75","44","F","1"
"550202","1 night free hotel with flight","5","5597.62","2.00","29","F","0"
"550221","Exclusive discounts","3","3847.23","0.78","39","F","0"
"550222","1 night free hotel with flight","3","4806.44","1.38","35","F","0"
"550229","Free checked bag","3","2848.23","1.00","39","F","0"
"550233","1 night free hotel with flight","4","6290.89","1.75","41","F","0"
"550298","Free checked bag","1","528","1.00","25","F","0"
"550300","Exclusive discounts","4","2428.45","0.89","53","F","0"
"550317","Free hotel meal","3","5556.17","2.63","44","F","1"
"550400","1 night free hotel with flight","2","6292.50","1.00","73","F","0"
"550421","Exclusive discounts","1","536.44","0.25","46","F","0"
"550426","Free hotel meal","4","6908.45","3.33","50","F","1"
"550442","Exclusive discounts","2","1782.35","1.50","28","F","0"
"550455","Exclusive discounts","2","2433.94","1.38","52","F","1"
"550459","Free checked bag","4","2716.48","1.56","44","F","0"
"550460","1 night free hotel with flight","4","4496.83","2.50","46","F","0"
"550482","Exclusive discounts","0","0","0.00","23","F","1"
"550506","Exclusive discounts","2","10063.81","1.25","41","F","1"
"550514","Exclusive discounts","2","3050.76","0.50","39","F","1"
"550572","Exclusive discounts","3","3653.87","1.11","59","F","1"
"550579","Free checked bag","5","9421.68","2.25","47","F","1"
"550599","Exclusive discounts","2","421.04","0.00","55","F","1"
"550627","Free checked bag","1","5053.2","0.00","72","F","0"
"550703","Free hotel meal","2","7762","2.63","69","F","0"
"550711","Free checked bag","1","547.93","0.13","18","F","0"
"550752","Exclusive discounts","2","1394.69","0.70","50","F","1"
"550754","Free checked bag","3","4788.68","1.70","53","F","1"
"550796","1 night free hotel with flight","4","5954.63","2.25","35","F","1"
"550804","Free checked bag","1","615.62","0.13","47","M","1"
"550805","1 night free hotel with flight","6","3594.96","2.00","41","F","0"
"550830","Exclusive discounts","1","588","1.50","79","F","0"
"550868","Free checked bag","1","769.38","0.25","48","F","0"
"550871","Exclusive discounts","3","2455.96","0.88","49","F","1"
"550887","Free hotel meal","2","5145","3.33","18","F","1"
"550904","1 night free hotel with flight","5","5570.78","1.22","48","F","0"
"550973","Exclusive discounts","4","1302.84","0.70","44","F","0"
"550985","Exclusive discounts","2","2678.89","1.00","48","F","0"
"551023","1 night free hotel with flight","4","5236.34","0.88","57","F","0"
"551032","Exclusive discounts","3","3285.48","2.38","36","F","0"
"551042","1 night free hotel with flight","5","4198.00","2.00","46","F","0"
"551051","Exclusive discounts","1","630","1.13","49","F","1"
"551088","1 night free hotel with flight","5","11042.04","2.33","47","F","0"
"551116","Free checked bag","2","4090.45","1.63","40","F","0"
"551166","Exclusive discounts","2","2667.99","1.38","32","F","0"
"551210","Exclusive discounts","0","0","0.00","18","F","1"
"551211","Exclusive discounts","0","0","0.00","29","F","1"
"551217","Free hotel meal","4","4691.76","3.25","38","F","0"
"551237","Exclusive discounts","2","840.79","0.25","44","F","0"
"551241","Free checked bag","3","2440.15","1.13","30","M","0"
"551245","Free checked bag","1","15489.4","2.00","25","F","1"
"551278","Free checked bag","2","1062.37","0.25","42","F","0"
"551282","Exclusive discounts","4","2042.48","1.13","55","F","0"
"551331","Exclusive discounts","3","3303.80","1.13","50","F","1"
"551340","Exclusive discounts","2","2860.65","0.63","36","F","0"
"551359","Free hotel meal","5","7171.53","3.25","46","F","0"
"551430","Free checked bag","2","3384.99","0.75","44","F","1"
"551431","Free checked bag","0","0","0.00","23","F","0"
"551448","Exclusive discounts","3","2006.45","0.50","48","F","0"
"551468","Free hotel meal","4","6103.67","2.75","52","F","0"
"551473","Exclusive discounts","1","288","0.25","79","F","0"
"551486","Exclusive discounts","1","1314.84","0.11","19","F","1"
"551488","Free hotel meal","2","9608","4.00","37","F","0"
"551501","Exclusive discounts","0","0","0.00","67","F","0"
"551549","Exclusive discounts","3","934.89","0.25","59","F","1"
"551560","Exclusive discounts","1","797.59","0.25","37","F","1"
"551567","Free checked bag","6","9165.41","2.88","51","F","0"
"551576","Exclusive discounts","1","447.03","0.38","18","F","0"
"551600","Exclusive discounts","1","6703.06","1.00","18","F","0"
"551615","Exclusive discounts","2","699.86","0.50","30","F","0"
"551620","Exclusive discounts","3","1463.65","0.75","30","F","0"
"551622","Free hotel meal","1","9781.8","2.75","58","M","0"
"551627","Free checked bag","2","904.98","0.50","33","F","0"
"551662","Exclusive discounts","1","915.88","0.50","46","F","0"
"551665","Free checked bag","4","3393.68","2.25","56","F","1"
"551671","Free checked bag","0","0","0.00","25","F","1"
"551681","Exclusive discounts","2","2925.65","0.50","32","F","0"
"551685","Exclusive discounts","1","1195.01","0.50","67","M","0"
"551718","1 night free hotel with flight","3","6663.58","2.50","34","F","1"
"551729","Free checked bag","1","832.81","0.25","18","F","0"
"551804","1 night free hotel with flight","5","12224.99","2.38","46","M","0"
"551834","Free checked bag","3","2117.32","1.00","56","F","0"
"551847","Exclusive discounts","2","3114.66","1.75","37","F","0"
"551890","1 night free hotel with flight","4","5036.09","1.13","33","F","0"
"551908","Exclusive discounts","0","0","0.00","24","F","0"
"551914","Free checked bag","2","1714.72","0.38","52","F","0"
"551935","Exclusive discounts","1","2160","1.00","70","F","0"
"551963","Exclusive discounts","4","3360.49","0.63","38","F","0"
"551967","1 night free hotel with flight","3","4773.03","1.13","41","F","0"
"551978","Free checked bag","2","1351.64","1.13","18","F","1"
"551990","Free checked bag","3","5174.53","2.33","19","F","0"
"552036","Exclusive discounts","1","3096.26","0.56","55","F","1"
"552088","Exclusive discounts","3","1029.31","1.25","30","F","0"
"552165","Free checked bag","0","0","0.00","57","F","1"
"552172","Free checked bag","4","43147.15","5.00","55","F","1"
"552192","Free checked bag","5","3519.51","1.38","39","F","0"
"552209","Exclusive discounts","1","419.65","0.00","52","F","0"
"552302","Free checked bag","0","0","0.00","25","F","0"
"552303","Free hotel meal","4","4936.10","3.38","57","F","0"
"552313","1 night free hotel with flight","6","10305.76","2.50","46","F","0"
"552314","Exclusive discounts","4","2785.53","0.88","53","F","1"
"552345","1 night free hotel with flight","3","4606.05","0.75","42","M","1"
"552348","1 night free hotel with flight","4","3945.39","1.25","58","F","0"
"552363","Exclusive discounts","3","2681.67","1.13","33","F","0"
"552364","Exclusive discounts","1","1596","0.50","37","F","1"
"552366","1 night free hotel with flight","4","9120.04","1.63","40","F","0"
"552372","Free checked bag","2","885.93","0.38","50","F","0"
"552384","1 night free hotel with flight","3","3775.85","1.00","59","F","0"
"552414","1 night free hotel with flight","4","4291.45","2.00","33","F","0"
"552432","1 night free hotel with flight","4","6071.59","1.25","49","F","0"
"552440","Exclusive discounts","2","918.66","0.63","57","F","1"
"552473","Free checked bag","3","2268.09","0.13","40","F","0"
"552487","Free checked bag","2","1291.52","0.63","51","F","0"
"552506","Exclusive discounts","1","408.78","0.00","50","F","0"
"552532","Free checked bag","2","2539.51","0.50","54","F","1"
"552535","1 night free hotel with flight","4","5134.85","1.63","50","F","0"
"552558","Free checked bag","4","3338.28","2.38","53","F","1"
"552573","Exclusive discounts","2","12128.62","0.25","36","M","1"
"552597","1 night free hotel with flight","3","5522.89","1.88","29","F","0"
"552598","Exclusive discounts","3","1678.55","0.44","54","F","1"
"552613","1 night free hotel with flight","4","3820.29","1.63","44","F","1"
"552623","Exclusive discounts","1","6547.9","1.13","18","F","1"
"552642","Exclusive discounts","3","3232.62","0.75","44","F","0"
"552643","Exclusive discounts","3","2230.30","0.88","46","F","1"
"552649","Free checked bag","2","1218.63","0.38","28","F","0"
"552653","Exclusive discounts","2","1484.35","1.22","60","F","0"
"552661","Exclusive discounts","3","1988.06","1.50","31","F","0"
"552726","Exclusive discounts","1","816","0.44","61","F","1"
"552732","Exclusive discounts","2","4511.97","1.13","45","F","0"
"552734","Exclusive discounts","4","2591.15","1.38","53","F","1"
"552760","Exclusive discounts","3","1784.22","0.38","53","F","0"
"552763","Exclusive discounts","3","1267.58","0.50","44","M","0"
"552775","Free checked bag","3","3327.66","0.75","22","F","0"
"552809","Exclusive discounts","4","3030.31","1.50","34","F","0"
"552861","1 night free hotel with flight","2","13378.11","0.38","46","F","0"
"552904","Exclusive discounts","4","3317.47","1.88","49","F","1"
"552929","1 night free hotel with flight","4","5852.51","2.13","31","F","0"
"552944","1 night free hotel with flight","3","7852.86","1.38","53","M","0"
"552945","1 night free hotel with flight","5","6883.36","2.00","45","F","0"
"553017","1 night free hotel with flight","5","11551.58","2.50","44","F","0"
"553054","Free checked bag","1","4086.48","2.50","26","M","0"
"553139","1 night free hotel with flight","4","7790.36","1.33","42","F","0"
"553151","Free checked bag","4","1911.92","1.75","48","F","1"
"553208","Exclusive discounts","1","531","1.00","25","F","0"
"553219","1 night free hotel with flight","5","4949.15","2.33","49","F","0"
"553220","1 night free hotel with flight","4","3596.11","1.44","59","F","1"
"553231","Free checked bag","3","2363.30","1.13","49","F","1"
"553245","Free checked bag","1","2341.66","1.50","27","M","1"
"553339","1 night free hotel with flight","4","7352.24","2.00","44","F","0"
"553361","Exclusive discounts","4","3396.14","2.00","43","F","0"
"553456","1 night free hotel with flight","3","3645.31","0.50","44","M","0"
"553533","Free checked bag","1","332.96","0.22","42","F","1"
"553559","Exclusive discounts","2","2375.04","1.38","21","F","1"
"553568","Exclusive discounts","4","3327.69","2.13","43","F","1"
"553607","Free checked bag","3","4843.27","1.78","53","F","1"
"553631","Exclusive discounts","0","0","0.00","60","F","0"
"553633","Exclusive discounts","0","0","0.00","69","F","0"
"553645","1 night free hotel with flight","4","3827.87","0.63","54","F","0"
"553664","Exclusive discounts","2","2050.98","0.75","53","F","0"
"553690","Free checked bag","0","0","0.00","69","F","0"
"553704","Exclusive discounts","2","2391.99","1.13","25","F","0"
"553743","Exclusive discounts","1","75.29","0.00","19","F","1"
"553751","Exclusive discounts","3","2715.37","1.25","43","F","0"
"553754","Exclusive discounts","3","3075.84","1.50","49","F","1"
"553773","1 night free hotel with flight","4","4710.08","1.33","49","F","1"
"553783","Free checked bag","1","381.0","0.13","35","F","0"
"553791","Exclusive discounts","3","3486.32","1.88","35","F","1"
"553805","Free checked bag","2","1941.36","0.38","51","F","1"
"553876","1 night free hotel with flight","3","3684.59","1.25","32","M","0"
"553901","Free hotel meal","3","6590.97","2.63","56","F","1"
"553904","Exclusive discounts","2","5817.10","1.75","21","F","0"
"553938","Free hotel meal","3","4245.41","3.00","45","F","0"
"553943","1 night free hotel with flight","4","4491.07","1.13","48","F","0"
"553955","Free checked bag","6","3093.14","1.50","50","F","0"
"553967","Exclusive discounts","3","2804.75","1.38","41","F","1"
"553984","Exclusive discounts","1","1090.03","0.50","49","F","0"
"553985","Exclusive discounts","3","2082.62","1.75","37","F","0"
"554026","1 night free hotel with flight","4","4931.60","1.63","55","F","1"
"554079","Free hotel meal","5","5125.91","2.75","38","F","0"
"554141","1 night free hotel with flight","4","3640.38","1.44","40","F","0"
"554155","Free checked bag","2","2684.49","0.67","44","F","0"
"554163","1 night free hotel with flight","6","4347.00","2.50","39","F","1"
"554175","Exclusive discounts","3","3936.30","1.22","47","F","0"
"554202","Exclusive discounts","2","1724.97","1.13","18","F","0"
"554213","Free checked bag","3","1706.39","0.50","30","F","0"
"554217","Exclusive discounts","2","3142.45","0.50","25","F","0"
"554269","Free checked bag","3","2598.46","1.00","48","F","1"
"554284","Exclusive discounts","2","815.32","0.25","36","F","1"
"554289","Exclusive discounts","1","1296","1.13","22","F","0"
"554299","Exclusive discounts","0","0","0.00","69","F","0"
"554357","Exclusive discounts","0","0","0.00","63","M","0"
"554413","1 night free hotel with flight","4","5658.44","2.38","43","F","1"
"554444","Free checked bag","3","2034.49","0.88","35","F","0"
"554450","Exclusive discounts","0","0","0.00","25","F","0"
"554507","Free checked bag","3","1245.46","0.88","36","F","0"
"554532","1 night free hotel with flight","3","3763.63","1.50","39","F","0"
"554560","Exclusive discounts","1","1858.32","0.50","21","F","0"
"554609","Free checked bag","2","2814.41","1.00","43","F","0"
"554632","Exclusive discounts","1","102","0.13","18","F","0"
"554670","Exclusive discounts","2","1091.28","0.38","55","F","0"
"554681","Exclusive discounts","1","3500","0.88","25","F","1"
"554724","Free checked bag","1","1090","0.63","22","F","0"
"554753","1 night free hotel with flight","4","7680.92","1.33","40","F","1"
"554801","1 night free hotel with flight","3","6322.28","1.13","53","F","0"
"554853","Free hotel meal","2","6049.31","3.25","41","F","0"
"554866","Exclusive discounts","0","0","0.00","20","F","0"
"554885","Free checked bag","5","6068.95","2.25","38","F","0"
"554922","Free checked bag","1","599.51","0.50","41","F","0"
"554939","Exclusive discounts","0","0","0.00","25","F","0"
"554949","Exclusive discounts","0","0","0.00","27","F","1"
"554956","Free checked bag","5","3709.47","1.13","37","M","0"
"554961","Free hotel meal","4","5649.20","2.63","45","F","0"
"555030","Free checked bag","1","3439.52","0.00","25","F","0"
"555058","Free checked bag","2","2446.46","0.50","18","F","0"
"555075","Exclusive discounts","0","0","0.00","19","F","0"
"555083","Free checked bag","2","4841.85","1.50","59","F","1"
"555108","Exclusive discounts","3","2078.79","1.13","40","F","0"
"555135","Free hotel meal","6","5598.24","3.22","51","F","0"
"555147","Exclusive discounts","1","725.59","0.22","18","F","0"
"555151","1 night free hotel with flight","6","5520.99","1.88","37","F","0"
"555180","Exclusive discounts","2","3428.41","1.38","45","F","1"
"555186","1 night free hotel with flight","4","4516.75","1.25","40","F","1"
"555187","Free checked bag","0","0","0.00","64","F","0"
"555191","Exclusive discounts","2","2778.77","1.00","54","F","0"
"555193","Exclusive discounts","2","1170.46","0.63","51","M","1"
"555203","Free checked bag","2","3741","1.67","64","F","0"
"555206","1 night free hotel with flight","5","4306.65","2.50","45","F","0"
"555250","Exclusive discounts","1","689.07","0.13","28","F","0"
"555257","Free hotel meal","4","5153.45","3.63","29","F","1"
"555275","Free checked bag","2","1204.03","0.50","60","F","0"
